CASE_NAME,ABS_WF_D,STAT_CC_D,STAT_CC_A,STAT_CC_D_AN,STAT_CC_A_CA,STAT_N,STAT_N_D,STAT_N_A,ABS_F_D,CT_F_CONN_D,CT_F_CONN_D_AN,CT_F_CONN_A_CA,DISS_WF10_D,DISS_F10_D,STAT_E,CT_E_CONN,CT_F_E_CONN,CT_E_D_AN,CT_E_A_CA,CT_F_D_TORT1,CT_F_A_TORT1,INT_D,INT_R,INT_G,JSC,JSC_INT_D,INT_R_INT_D,INT_D_INT_G,PASS_TEST
t1_80x80_test00100,0.350600004196167,11,19,2,1,6400,3384,3016,0.5287500023841858,0.9948440194129944,0.9967489838600159,0.9927060008049011,0.8226199746131897,1,2088,1966,0.9415709972381592,1815,1688,0.3450930118560791,0.5110219717025757,4.99770406065336e+27,7.841030589812492e+26,6.145026019203144e+27,9.298959732055664,0.8630526065826416,0.15689265727996826,0.8132925629615784,True
t1_20x20_test00460,0.36489298939704895,1,1,1,1,400,206,194,0.5149999856948853,1,1,1,0.4845069944858551,0.7912619709968567,178,178,1,139,122,0.6990290284156799,0.7319589853286743,2.583944351981508e+27,1.679260055185272e+26,6.367208049559868e+27,5.272560119628906,0.9464806914329529,0.06498824059963226,0.4058206379413605,True
t1_80x80_test00220,0.3506709933280945,3,16,2,1,6400,3385,3015,0.528905987739563,0.9975000023841858,0.9997050166130066,0.9950249791145325,0.8219410181045532,1,1996,1932,0.9679359793663025,1782,1671,0.33215099573135376,0.5086669921875,5.307413382882641e+27,1.350639462973017e+27,6.141315419739229e+27,8.830889701843262,0.7717825174331665,0.25448164343833923,0.8642144799232483,True
t1_40x40_test00090,0.34763801097869873,2,5,2,1,1600,840,760,0.5249999761581421,0.9975000023841858,1,0.9947370290756226,0.7154110074043274,1,574,558,0.9721249938011169,534,486,0.4988099932670593,0.630952000617981,4.3608950064737245e+27,1.0965309147781613e+27,6.150638551768035e+27,7.322629928588867,0.7788698077201843,0.25144630670547485,0.7090150117874146,True
t1_40x40_test00100,0.35411199927330017,4,3,3,1,1600,852,748,0.5325000286102295,0.9975000023841858,0.9988260269165039,0.9959890246391296,0.7151539921760559,1,600,586,0.9766669869422913,537,491,0.47826099395751953,0.6604030132293701,4.220618880987513e+27,7.815890629119078e+26,6.205603946149586e+27,7.704919815063477,0.8467698693275452,0.18518351018428802,0.6801301836967468,True
t1_80x80_test00150,0.3505679965019226,9,20,1,1,6400,3398,3002,0.5309370160102844,0.9954689741134644,0.9976459741592407,0.9930049777030945,0.8274629712104797,1,2145,2033,0.9477859735488892,1861,1714,0.31828901171684265,0.48809099197387695,5.174893154048733e+27,9.858805554222323e+26,6.176289265911362e+27,9.235799789428711,0.827840268611908,0.1905122548341751,0.8378643989562988,True
t1_20x20_test00040,0.3843829929828644,1,1,1,1,400,202,198,0.5049999952316284,1,1,1,0.20975899696350098,0.37623798847198486,72,72,1,56,54,1,1,8.33831939229108e+26,3.639304527452193e+24,6.044278462361793e+27,1.8343000411987305,1.0203877687454224,0.004364553838968277,0.13795392215251923,True
t1_20x20_test00980,0.3391219973564148,4,1,4,1,400,206,194,0.5149999856948853,1,1,1,0.6481770277023315,1,227,227,1,190,160,0.6407769918441772,0.7731959819793701,3.6783696078171436e+27,3.367416606102413e+26,5.894178043703781e+27,7.450739860534668,0.9395447373390198,0.0915464535355568,0.6240682601928711,True
t1_20x20_test00730,0.35927700996398926,1,1,1,1,400,211,189,0.5274999737739563,1,1,1,0.6100710034370422,0.9905210137367249,204,204,1,181,138,0.5355449914932251,0.735450029373169,3.126569643583076e+27,3.177430268473345e+26,6.178144565643319e+27,6.192530155181885,0.9186993837356567,0.10162672400474548,0.5060693621635437,True
t1_40x40_test01100,0.3505539894104004,2,2,2,1,1600,849,751,0.5306249856948853,0.9993749856948853,1,0.9986680150032043,0.760981023311615,1,700,696,0.9942860007286072,631,560,0.45583000779151917,0.6586670279502869,4.286475528218087e+27,5.0442278560119e+26,6.167708135716177e+27,8.33178997039795,0.9015946984291077,0.11767774075269699,0.6949868202209473,True
t1_80x80_test00720,0.3540610074996948,1,8,1,2,6400,3425,2975,0.5351560115814209,0.9990620017051697,1,0.9979829788208008,0.8383479714393616,1,2152,2128,0.9888479709625244,1950,1791,0.33167898654937744,0.5079150199890137,5.557890062317289e+27,1.4868059490275114e+27,6.165064200781581e+27,9.054400444030762,0.7556542158126831,0.26751264929771423,0.9015137553215027,True
t1_80x80_test00760,0.3540610074996948,1,8,1,2,6400,3425,2975,0.5351560115814209,0.9990620017051697,1,0.9979829788208008,0.8383479714393616,1,2152,2128,0.9888479709625244,1950,1791,0.33167898654937744,0.5079150199890137,5.557890062317289e+27,1.4868059490275114e+27,6.165064200781581e+27,9.054400444030762,0.7556542158126831,0.26751264929771423,0.9015137553215027,True
t1_20x20_test00200,0.3970769941806793,1,1,1,1,400,216,184,0.5400000214576721,1,1,1,0.32762598991394043,0.5370370149612427,132,132,1,96,84,0.8796300292015076,0.9782609939575195,1.766968604765098e+27,9.69645954121214e+24,6.345360611322682e+27,3.7942299842834473,0.9960203766822815,0.0054876240901649,0.27846622467041016,True
t1_40x40_test00130,0.35411199927330017,4,3,3,1,1600,852,748,0.5325000286102295,0.9975000023841858,0.9988260269165039,0.9959890246391296,0.7151539921760559,1,600,586,0.9766669869422913,537,491,0.47826099395751953,0.6604030132293701,4.220618880987513e+27,7.815890629119078e+26,6.205603946149586e+27,7.704919815063477,0.8467698693275452,0.18518351018428802,0.6801301836967468,True
t1_40x40_test01250,0.3499230146408081,3,1,3,1,1600,851,749,0.5318750143051147,1,1,1,0.7650420069694519,1,717,717,1,642,552,0.4371330142021179,0.6301739811897278,4.3761647784960835e+27,5.613505446173021e+26,6.133336981566421e+27,8.401280403137207,0.8904820680618286,0.12827454507350922,0.7135047316551208,True
t1_40x40_test01080,0.3514379858970642,3,1,3,1,1600,852,748,0.5325000286102295,1,1,1,0.7617120146751404,1,693,693,1,637,551,0.40962401032447815,0.6430479884147644,4.731410109832246e+27,1.2032060745731822e+27,6.215947699634501e+27,7.968510150909424,0.7811958193778992,0.2543017864227295,0.7611727714538574,True
t1_40x40_test01060,0.3514379858970642,3,1,3,1,1600,852,748,0.5325000286102295,1,1,1,0.7617120146751404,1,693,693,1,637,551,0.40962401032447815,0.6430479884147644,4.731410109832246e+27,1.2032060745731822e+27,6.215947699634501e+27,7.968510150909424,0.7811958193778992,0.2543017864227295,0.7611727714538574,True
t1_20x20_test00130,0.3853229880332947,1,1,1,1,400,206,194,0.5149999856948853,1,1,1,0.303288996219635,0.5145630240440369,102,102,1,85,74,0.9611650109291077,0.9948449730873108,1.477811906912981e+27,4.5723901300947443e+24,6.062461344208272e+27,3.157320022583008,0.9909980893135071,0.0030940270517021418,0.24376434087753296,True
t1_80x80_test00610,0.3559589982032776,1,9,1,1,6400,3438,2962,0.5371879935264587,0.9987499713897705,1,0.9972990155220032,0.8371909856796265,1,2129,2097,0.9849690198898315,1950,1764,0.31529998779296875,0.5280969738960266,5.39262199281211e+27,1.2661731500250742e+27,6.193172906679242e+27,9.274979591369629,0.7977859973907471,0.23479729890823364,0.8707365393638611,True
t1_20x20_test00160,0.389398992061615,1,1,1,1,400,210,190,0.5249999761581421,1,1,1,0.3141520023345947,0.5238100290298462,120,120,1,89,82,0.9333329796791077,0.9736840128898621,1.6477046489444148e+27,7.400238238415143e+24,6.250226177342031e+27,3.604710102081299,1.0147624015808105,0.004491240717470646,0.2636232078075409,True
t1_20x20_test00940,0.3391219973564148,4,1,4,1,400,206,194,0.5149999856948853,1,1,1,0.6481770277023315,1,227,227,1,190,160,0.6407769918441772,0.7731959819793701,3.6783696078171436e+27,3.367416606102413e+26,5.894178043703781e+27,7.450739860534668,0.9395447373390198,0.0915464535355568,0.6240682601928711,True
t1_40x40_test00570,0.35523900389671326,3,1,3,1,1600,857,743,0.5356249809265137,1,1,1,0.7382799983024597,1,645,645,1,590,525,0.46557798981666565,0.6581429839134216,4.25053212117744e+27,6.460394359792382e+26,6.200919358598579e+27,8.01509952545166,0.874659538269043,0.15199024975299835,0.6854680776596069,True
t1_40x40_test01370,0.3524619936943054,2,3,2,1,1600,855,745,0.534375011920929,0.9987499713897705,1,0.997314989566803,0.7704370021820068,1,713,705,0.9887800216674805,657,561,0.37193000316619873,0.6406459808349609,4.326473086884277e+27,4.441877836270788e+26,6.147623320768722e+27,8.531530380249023,0.9146739840507507,0.1026674136519432,0.703763484954834,True
t1_20x20_test00810,0.3487490117549896,1,1,1,1,400,209,191,0.5224999785423279,1,1,1,0.6448569893836975,1,222,222,1,195,152,0.5980859994888306,0.7748690247535706,3.4943342636132306e+27,4.2273909020979004e+26,5.977531353901293e+27,6.836510181427002,0.9074932932853699,0.120978444814682,0.5845781564712524,True
t1_40x40_test00040,0.352495014667511,3,7,2,1,1600,850,750,0.53125,0.9937499761581421,0.9988240003585815,0.9879999756813049,0.725475013256073,0.9988240003585815,634,601,0.947950005531311,567,491,0.45111900568008423,0.5856950283050537,4.3972699197517435e+27,7.073366383706017e+26,6.326807023707297e+27,8.076149940490723,0.8519118428230286,0.1608581393957138,0.6950219869613647,True
t1_80x80_test00550,0.35568198561668396,4,9,3,1,6400,3431,2969,0.5360940098762512,0.9985939860343933,0.9997090101242065,0.9973049759864807,0.8331339955329895,1,2138,2102,0.983161985874176,1924,1743,0.3099130094051361,0.5336040258407593,5.116309246349683e+27,8.131397836797702e+26,6.156853776355302e+27,9.471050262451172,0.8586471676826477,0.1589309424161911,0.8309940695762634,True
t1_80x80_test00530,0.35568198561668396,4,9,3,1,6400,3431,2969,0.5360940098762512,0.9985939860343933,0.9997090101242065,0.9973049759864807,0.8331339955329895,1,2138,2102,0.983161985874176,1924,1743,0.3099130094051361,0.5336040258407593,5.116309246349683e+27,8.131397836797702e+26,6.156853776355302e+27,9.471050262451172,0.8586471676826477,0.1589309424161911,0.8309940695762634,True
t1_80x80_test00440,0.3534570038318634,4,11,1,2,6400,3405,2995,0.5320309996604919,0.9981250166893005,0.999118983745575,0.9969949722290039,0.8305240273475647,1,2079,2031,0.9769120216369629,1873,1726,0.3403880000114441,0.5375080108642578,5.298786209614249e+27,1.190088521075391e+27,6.154766490369873e+27,9.122989654541016,0.7986090183258057,0.22459645569324493,0.8609239459037781,True
t1_40x40_test00460,0.35182398557662964,1,1,1,1,1600,851,749,0.5318750143051147,1,1,1,0.7365009784698486,1,618,618,1,573,510,0.4582839906215668,0.6475300192832947,4.7134595093871427e+27,1.4221875948331172e+27,6.174387332810386e+27,7.388969898223877,0.7271391749382019,0.3017290532588959,0.763388991355896,True
""
t1_40x40_test00110,0.35411199927330017,4,3,3,1,1600,852,748,0.5325000286102295,0.9975000023841858,0.9988260269165039,0.9959890246391296,0.7151539921760559,1,600,586,0.9766669869422913,537,491,0.47826099395751953,0.6604030132293701,4.220618880987513e+27,7.815890629119078e+26,6.205603946149586e+27,7.704919815063477,0.8467698693275452,0.18518351018428802,0.6801301836967468,True
t1_40x40_test00690,0.34964099526405334,2,3,2,1,1600,848,752,0.5299999713897705,0.9987499713897705,1,0.9973400235176086,0.7485380172729492,1,658,650,0.9878420233726501,600,536,0.4587259888648987,0.6439999938011169,4.623362069556283e+27,1.0959696172494865e+27,6.179257863541656e+27,7.786159992218018,0.781157910823822,0.2370503544807434,0.7482066750526428,True
t1_80x80_test00110,0.350600004196167,11,19,2,1,6400,3384,3016,0.5287500023841858,0.9948440194129944,0.9967489838600159,0.9927060008049011,0.8226199746131897,1,2088,1966,0.9415709972381592,1815,1688,0.3450930118560791,0.5110219717025757,4.99770406065336e+27,7.841030589812492e+26,6.145026019203144e+27,9.298959732055664,0.8630526065826416,0.15689265727996826,0.8132925629615784,True
t1_40x40_test01160,0.3505539894104004,2,2,2,1,1600,849,751,0.5306249856948853,0.9993749856948853,1,0.9986680150032043,0.760981023311615,1,700,696,0.9942860007286072,631,560,0.45583000779151917,0.6586670279502869,4.286475528218087e+27,5.0442278560119e+26,6.167708135716177e+27,8.33178997039795,0.9015946984291077,0.11767774075269699,0.6949868202209473,True
t1_20x20_test00320,0.3833500146865845,1,1,1,1,400,211,189,0.5274999737739563,1,1,1,0.3811819851398468,0.6208530068397522,148,148,1,111,104,0.7819910049438477,0.8518519997596741,2.0859644606829426e+27,1.945553747751969e+26,6.2796801673915e+27,4.19566011428833,0.9329680800437927,0.09326878935098648,0.3321768641471863,True
t1_20x20_test00420,0.3794580101966858,1,1,1,1,400,212,188,0.5299999713897705,1,1,1,0.44418099522590637,0.7169809937477112,178,178,1,131,117,0.7358490228652954,0.829787015914917,2.614108467890838e+27,1.945410047615635e+26,6.58326694147574e+27,5.220980167388916,0.9264070391654968,0.07441964000463486,0.39708372950553894,True
t1_20x20_test00060,0.3843829929828644,1,1,1,1,400,202,198,0.5049999952316284,1,1,1,0.20975899696350098,0.37623798847198486,72,72,1,56,54,1,1,8.33831939229108e+26,3.639304527452193e+24,6.044278462361793e+27,1.8343000411987305,1.0203877687454224,0.004364553838968277,0.13795392215251923,True
t1_80x80_test00330,0.3503369987010956,3,8,2,2,6400,3389,3011,0.5295310020446777,0.9989060163497925,0.9997050166130066,0.9980069994926453,0.8251479864120483,1,2014,1986,0.986096978187561,1825,1714,0.35360100865364075,0.5094839930534363,5.553483504092961e+27,1.7741071995737185e+27,6.105923644133363e+27,8.528989791870117,0.7123697996139526,0.3194584250450134,0.9095239043235779,True
t1_40x40_test00540,0.35523900389671326,3,1,3,1,1600,857,743,0.5356249809265137,1,1,1,0.7382799983024597,1,645,645,1,590,525,0.46557798981666565,0.6581429839134216,4.25053212117744e+27,6.460394359792382e+26,6.200919358598579e+27,8.01509952545166,0.874659538269043,0.15199024975299835,0.6854680776596069,True
t1_20x20_test00270,0.38862401247024536,1,1,1,1,400,214,186,0.5350000262260437,1,1,1,0.3762210011482239,0.6261680126190186,138,138,1,112,93,0.7990649938583374,0.8709679841995239,1.973310342198751e+27,3.6673810483931315e+25,6.492307079465947e+27,4.212850093841553,0.9902708530426025,0.01858491823077202,0.303945928812027,True
t1_40x40_test00390,0.3529300093650818,1,2,1,1,1600,852,748,0.5325000286102295,0.9993749856948853,1,0.9986630082130432,0.7292789816856384,1,615,611,0.9934960007667542,561,514,0.48591500520706177,0.6559569835662842,4.1380822450436326e+27,7.03162066399745e+26,6.131667034718916e+27,7.605860233306885,0.8525553941726685,0.16992461681365967,0.6748706698417664,True
t1_20x20_test00310,0.3833500146865845,1,1,1,1,400,211,189,0.5274999737739563,1,1,1,0.3811819851398468,0.6208530068397522,148,148,1,111,104,0.7819910049438477,0.8518519997596741,2.0859644606829426e+27,1.945553747751969e+26,6.2796801673915e+27,4.19566011428833,0.9329680800437927,0.09326878935098648,0.3321768641471863,True
t1_80x80_test00010,0.35033300518989563,18,38,2,1,6400,3384,3016,0.5287500023841858,0.9904689788818359,0.9949759840965271,0.9854109883308411,0.8307939767837524,1,2304,2083,0.9040799736976624,1916,1707,0.292248010635376,0.4465009868144989,4.99821407623351e+27,6.259549161796884e+26,6.168172108223119e+27,9.483269691467285,0.880068838596344,0.12523572146892548,0.8103234171867371,True
t1_20x20_test00700,0.35927700996398926,1,1,1,1,400,211,189,0.5274999737739563,1,1,1,0.6100710034370422,0.9905210137367249,204,204,1,181,138,0.5355449914932251,0.735450029373169,3.126569643583076e+27,3.177430268473345e+26,6.178144565643319e+27,6.192530155181885,0.9186993837356567,0.10162672400474548,0.5060693621635437,True
t1_40x40_test00150,0.35411199927330017,4,3,3,1,1600,852,748,0.5325000286102295,0.9975000023841858,0.9988260269165039,0.9959890246391296,0.7151539921760559,1,600,586,0.9766669869422913,537,491,0.47826099395751953,0.6604030132293701,4.220618880987513e+27,7.815890629119078e+26,6.205603946149586e+27,7.704919815063477,0.8467698693275452,0.18518351018428802,0.6801301836967468,True
t1_20x20_test00860,0.3487490117549896,1,1,1,1,400,209,191,0.5224999785423279,1,1,1,0.6448569893836975,1,222,222,1,195,152,0.5980859994888306,0.7748690247535706,3.4943342636132306e+27,4.2273909020979004e+26,5.977531353901293e+27,6.836510181427002,0.9074932932853699,0.120978444814682,0.5845781564712524,True
t1_20x20_test00190,0.39692598581314087,1,1,1,1,400,216,184,0.5400000214576721,1,1,1,0.3270919919013977,0.5370370149612427,130,130,1,96,84,0.8842589855194092,0.9836959838867188,1.7313128193580486e+27,9.050369247559491e+24,6.282046072999417e+27,3.73225998878479,0.9999303221702576,0.0052274600602686405,0.2755969762802124,True
t1_40x40_test00930,0.35168901085853577,3,1,3,1,1600,854,746,0.5337499976158142,1,1,1,0.7523040175437927,1,677,677,1,618,544,0.4192039966583252,0.6528149843215942,4.269897955827878e+27,6.782535016639912e+26,6.138114835855464e+27,8.01455020904541,0.8706328868865967,0.15884537994861603,0.6956366896629333,True
t1_80x80_test00470,0.3534570038318634,4,11,1,2,6400,3405,2995,0.5320309996604919,0.9981250166893005,0.999118983745575,0.9969949722290039,0.8305240273475647,1,2079,2031,0.9769120216369629,1873,1726,0.3403880000114441,0.5375080108642578,5.298786209614249e+27,1.190088521075391e+27,6.154766490369873e+27,9.122989654541016,0.7986090183258057,0.22459645569324493,0.8609239459037781,True
t1_40x40_test01170,0.3505539894104004,2,2,2,1,1600,849,751,0.5306249856948853,0.9993749856948853,1,0.9986680150032043,0.760981023311615,1,700,696,0.9942860007286072,631,560,0.45583000779151917,0.6586670279502869,4.286475528218087e+27,5.0442278560119e+26,6.167708135716177e+27,8.33178997039795,0.9015946984291077,0.11767774075269699,0.6949868202209473,True
t1_80x80_test00030,0.35039499402046204,14,34,1,1,6400,3388,3012,0.5293750166893005,0.9920309782028198,0.9949820041656494,0.9887120127677917,0.8263069987297058,1,2238,2041,0.9119750261306763,1877,1696,0.32631298899650574,0.4576900005340576,4.955540411511058e+27,5.749226627825576e+26,6.191874255896452e+27,9.551569938659668,0.8940404057502747,0.11601613461971283,0.8003296256065369,True
t1_80x80_test00290,0.3503369987010956,3,8,2,2,6400,3389,3011,0.5295310020446777,0.9989060163497925,0.9997050166130066,0.9980069994926453,0.8251479864120483,1,2014,1986,0.986096978187561,1825,1714,0.35360100865364075,0.5094839930534363,5.553483504092961e+27,1.7741071995737185e+27,6.105923644133363e+27,8.528989791870117,0.7123697996139526,0.3194584250450134,0.9095239043235779,True
t1_80x80_test00700,0.3540610074996948,1,8,1,2,6400,3425,2975,0.5351560115814209,0.9990620017051697,1,0.9979829788208008,0.8383479714393616,1,2152,2128,0.9888479709625244,1950,1791,0.33167898654937744,0.5079150199890137,5.557890062317289e+27,1.4868059490275114e+27,6.165064200781581e+27,9.054400444030762,0.7556542158126831,0.26751264929771423,0.9015137553215027,True
t1_40x40_test00560,0.35523900389671326,3,1,3,1,1600,857,743,0.5356249809265137,1,1,1,0.7382799983024597,1,645,645,1,590,525,0.46557798981666565,0.6581429839134216,4.25053212117744e+27,6.460394359792382e+26,6.200919358598579e+27,8.01509952545166,0.874659538269043,0.15199024975299835,0.6854680776596069,True
t1_40x40_test00360,0.3537519872188568,2,2,2,1,1600,852,748,0.5325000286102295,0.9993749856948853,1,0.9986630082130432,0.7362629771232605,1,622,618,0.993569016456604,581,507,0.46009400486946106,0.6492639780044556,4.260616144505798e+27,7.324214064057475e+26,6.137743539790749e+27,7.810999870300293,0.850369393825531,0.1719050407409668,0.6941665410995483,True
t1_40x40_test00680,0.34964099526405334,2,3,2,1,1600,848,752,0.5299999713897705,0.9987499713897705,1,0.9973400235176086,0.7485380172729492,1,658,650,0.9878420233726501,600,536,0.4587259888648987,0.6439999938011169,4.623362069556283e+27,1.0959696172494865e+27,6.179257863541656e+27,7.786159992218018,0.781157910823822,0.2370503544807434,0.7482066750526428,True
t1_40x40_test00740,0.35389700531959534,4,4,4,1,1600,856,744,0.5350000262260437,0.9981250166893005,1,0.9959679841995239,0.7505170106887817,1,666,654,0.9819819927215576,610,523,0.446262001991272,0.663968026638031,4.256005639078991e+27,4.225243332152839e+26,6.174619319063857e+27,8.43589973449707,0.9193960428237915,0.09927720576524734,0.6892741918563843,True
t1_20x20_test00050,0.3843829929828644,1,1,1,1,400,202,198,0.5049999952316284,1,1,1,0.20975899696350098,0.37623798847198486,72,72,1,56,54,1,1,8.33831939229108e+26,3.639304527452193e+24,6.044278462361793e+27,1.8343000411987305,1.0203877687454224,0.004364553838968277,0.13795392215251923,True
t1_40x40_test00310,0.3537519872188568,2,2,2,1,1600,852,748,0.5325000286102295,0.9993749856948853,1,0.9986630082130432,0.7362629771232605,1,622,618,0.993569016456604,581,507,0.46009400486946106,0.6492639780044556,4.260616144505798e+27,7.324214064057475e+26,6.137743539790749e+27,7.810999870300293,0.850369393825531,0.1719050407409668,0.6941665410995483,True
t1_40x40_test00940,0.35168901085853577,3,1,3,1,1600,854,746,0.5337499976158142,1,1,1,0.7523040175437927,1,677,677,1,618,544,0.4192039966583252,0.6528149843215942,4.269897955827878e+27,6.782535016639912e+26,6.138114835855464e+27,8.01455020904541,0.8706328868865967,0.15884537994861603,0.6956366896629333,True
t1_80x80_test00140,0.350600004196167,11,19,2,1,6400,3384,3016,0.5287500023841858,0.9948440194129944,0.9967489838600159,0.9927060008049011,0.8226199746131897,1,2088,1966,0.9415709972381592,1815,1688,0.3450930118560791,0.5110219717025757,4.99770406065336e+27,7.841030589812492e+26,6.145026019203144e+27,9.298959732055664,0.8630526065826416,0.15689265727996826,0.8132925629615784,True
t1_40x40_test01020,0.3514379858970642,3,1,3,1,1600,852,748,0.5325000286102295,1,1,1,0.7617120146751404,1,693,693,1,637,551,0.40962401032447815,0.6430479884147644,4.731410109832246e+27,1.2032060745731822e+27,6.215947699634501e+27,7.968510150909424,0.7811958193778992,0.2543017864227295,0.7611727714538574,True
t1_20x20_test00650,0.36191698908805847,1,1,1,1,400,208,192,0.5199999809265137,1,1,1,0.5523859858512878,0.903846025466919,202,202,1,159,135,0.6201919913291931,0.7291669845581055,2.880671003305665e+27,3.242466109379615e+26,6.31855055620781e+27,5.502530097961426,0.8860172033309937,0.11255939304828644,0.4559069573879242,True
t1_80x80_test00600,0.3559589982032776,1,9,1,1,6400,3438,2962,0.5371879935264587,0.9987499713897705,1,0.9972990155220032,0.8371909856796265,1,2129,2097,0.9849690198898315,1950,1764,0.31529998779296875,0.5280969738960266,5.39262199281211e+27,1.2661731500250742e+27,6.193172906679242e+27,9.274979591369629,0.7977859973907471,0.23479729890823364,0.8707365393638611,True
t1_20x20_test00170,0.39513400197029114,1,1,1,1,400,214,186,0.5350000262260437,1,1,1,0.3177649974822998,0.5327100157737732,122,122,1,91,79,0.9299070239067078,0.9784950017929077,1.7423199177598548e+27,8.176391336384747e+24,6.397497308180994e+27,3.7697200775146484,1.0035860538482666,0.004692818503826857,0.2723439931869507,True
t1_80x80_test00790,0.3540610074996948,1,8,1,2,6400,3425,2975,0.5351560115814209,0.9990620017051697,1,0.9979829788208008,0.8383479714393616,1,2152,2128,0.9888479709625244,1950,1791,0.33167898654937744,0.5079150199890137,5.557890062317289e+27,1.4868059490275114e+27,6.165064200781581e+27,9.054400444030762,0.7556542158126831,0.26751264929771423,0.9015137553215027,True
t1_80x80_test00040,0.3490450084209442,12,46,1,1,6400,3368,3032,0.5262500047683716,0.9895309805870056,0.9961400032043457,0.9821900129318237,0.8357740044593811,1,2287,2034,0.8893749713897705,1966,1688,0.32429200410842896,0.4748150110244751,4.810310228436411e+27,3.258863051251854e+26,6.161028348326158e+27,9.717869758605957,0.9370685815811157,0.06774745881557465,0.7807641625404358,True
t1_80x80_test00770,0.3540610074996948,1,8,1,2,6400,3425,2975,0.5351560115814209,0.9990620017051697,1,0.9979829788208008,0.8383479714393616,1,2152,2128,0.9888479709625244,1950,1791,0.33167898654937744,0.5079150199890137,5.557890062317289e+27,1.4868059490275114e+27,6.165064200781581e+27,9.054400444030762,0.7556542158126831,0.26751264929771423,0.9015137553215027,True
t1_40x40_test01210,0.3499230146408081,3,1,3,1,1600,851,749,0.5318750143051147,1,1,1,0.7650420069694519,1,717,717,1,642,552,0.4371330142021179,0.6301739811897278,4.3761647784960835e+27,5.613505446173021e+26,6.133336981566421e+27,8.401280403137207,0.8904820680618286,0.12827454507350922,0.7135047316551208,True
t1_20x20_test00150,0.38816800713539124,1,1,1,1,400,209,191,0.5224999785423279,1,1,1,0.3097749948501587,0.5215309858322144,114,114,1,87,81,0.9377989768981934,0.979058027267456,1.595355002872516e+27,6.031152022145044e+24,6.142474760710774e+27,3.4657399654388428,1.007655382156372,0.0037804448511451483,0.2597251236438751,True
t1_20x20_test00110,0.38319799304008484,1,1,1,1,400,204,196,0.5099999904632568,1,1,1,0.2939029932022095,0.5049020051956177,104,104,1,82,76,0.9460780024528503,0.989795982837677,1.338477450818244e+27,3.617345984475451e+24,5.988988405284545e+27,2.947619915008545,1.0214893817901611,0.00270258286036551,0.22348973155021667,True
t1_40x40_test00610,0.34964099526405334,2,3,2,1,1600,848,752,0.5299999713897705,0.9987499713897705,1,0.9973400235176086,0.7485380172729492,1,658,650,0.9878420233726501,600,536,0.4587259888648987,0.6439999938011169,4.623362069556283e+27,1.0959696172494865e+27,6.179257863541656e+27,7.786159992218018,0.781157910823822,0.2370503544807434,0.7482066750526428,True
t1_20x20_test00510,0.3743259906768799,1,1,1,1,400,213,187,0.5325000286102295,1,1,1,0.5061650276184082,0.8122069835662842,178,178,1,152,119,0.68544602394104,0.7700530290603638,2.7889177837267495e+27,3.07392300493159e+26,6.591245379648549e+27,5.415599822998047,0.9007084965705872,0.11021920293569565,0.4231245517730713,True
t1_40x40_test00470,0.35182398557662964,1,1,1,1,1600,851,749,0.5318750143051147,1,1,1,0.7365009784698486,1,618,618,1,573,510,0.4582839906215668,0.6475300192832947,4.7134595093871427e+27,1.4221875948331172e+27,6.174387332810386e+27,7.388969898223877,0.7271391749382019,0.3017290532588959,0.763388991355896,True
t1_20x20_test00410,0.3794580101966858,1,1,1,1,400,212,188,0.5299999713897705,1,1,1,0.44418099522590637,0.7169809937477112,178,178,1,131,117,0.7358490228652954,0.829787015914917,2.614108467890838e+27,1.945410047615635e+26,6.58326694147574e+27,5.220980167388916,0.9264070391654968,0.07441964000463486,0.39708372950553894,True
t1_80x80_test00300,0.3503369987010956,3,8,2,2,6400,3389,3011,0.5295310020446777,0.9989060163497925,0.9997050166130066,0.9980069994926453,0.8251479864120483,1,2014,1986,0.986096978187561,1825,1714,0.35360100865364075,0.5094839930534363,5.553483504092961e+27,1.7741071995737185e+27,6.105923644133363e+27,8.528989791870117,0.7123697996139526,0.3194584250450134,0.9095239043235779,True
t1_80x80_test00660,0.3559589982032776,1,9,1,1,6400,3438,2962,0.5371879935264587,0.9987499713897705,1,0.9972990155220032,0.8371909856796265,1,2129,2097,0.9849690198898315,1950,1764,0.31529998779296875,0.5280969738960266,5.39262199281211e+27,1.2661731500250742e+27,6.193172906679242e+27,9.274979591369629,0.7977859973907471,0.23479729890823364,0.8707365393638611,True
t1_40x40_test00550,0.35523900389671326,3,1,3,1,1600,857,743,0.5356249809265137,1,1,1,0.7382799983024597,1,645,645,1,590,525,0.46557798981666565,0.6581429839134216,4.25053212117744e+27,6.460394359792382e+26,6.200919358598579e+27,8.01509952545166,0.874659538269043,0.15199024975299835,0.6854680776596069,True
t1_40x40_test01230,0.3499230146408081,3,1,3,1,1600,851,749,0.5318750143051147,1,1,1,0.7650420069694519,1,717,717,1,642,552,0.4371330142021179,0.6301739811897278,4.3761647784960835e+27,5.613505446173021e+26,6.133336981566421e+27,8.401280403137207,0.8904820680618286,0.12827454507350922,0.7135047316551208,True
